Unnamed: 0.1,Unnamed: 0,Jornada,Dia,Data,Horário,home,xG_home,xG_away,away,Assistance,Local,Árbitro,Relatório da Partida,goals_home,goals_away,formacao_home,formacao_away,Faltas_home,Faltas_away,Escanteios_home,Escanteios_away,Cruzamentos_home,Cruzamentos_away,Contatos_home,Contatos_away,Bote defensivo_home,Bote defensivo_away,Cortes_home,Cortes_away,Defesas_home,Defesas_away,Impedimentos_home,Impedimentos_away,Tiro de meta_home,Tiro de meta_away,Bolas longas_home,Bolas longas_away,yellow_card_home,red_card_home,yellow_red_card_home,yellow_card_away,red_card_away,yellow_red_card_away,jogador1_home,jogador2_home,jogador3_home,jogador4_home,jogador5_home,jogador6_home,jogador7_home,jogador8_home,jogador9_home,jogador10_home,jogador11_home,jogador12_home,jogador13_home,jogador14_home,jogador15_home,jogador16_home,jogador17_home,jogador1_away,jogador2_away,jogador3_away,jogador4_away,jogador5_away,jogador6_away,jogador7_away,jogador8_away,jogador9_away,jogador10_away,jogador11_away,jogador12_away,jogador13_away,jogador14_away,jogador15_away,jogador16_away,jogador17_away,HS,AS,HST,AST,B365H,B365D,B365A
235,235,27,sáb,2019-03-30,15:30,Sp Braga,1.5,2.7,Porto,20106,Estádio Municipal de Braga,Jorge de Sousa,/pt/partidas/c29a5110/Braga-Porto-2019Marco30-Primeira-Liga,2,3,4-4-2,4-4-2,22.0,12.0,4.0,5.0,23.0,22.0,400.0,585.0,27.0,7.0,7.0,5.0,30.0,18.0,1.0,1.0,10.0,5.0,79.0,85.0,1.0,0.0,0.0,4.0,0.0,0.0,Tiago Sá,Nuno Sequeira,Wilson Eduardo,Pablo Santos,Murilo Costa,Claudemir de Souza,Bruno Viana,Ricardo Esgaio,João Palhinha,Marcelo Goiano,Dyego Sousa,José Carlos Marafona,Ricardo,Xadas,João Novais,Paulinho,Ricardo Horta,Iker Casillas,Éder Militão,Moussa Marega,Alex Telles,Héctor Herrera,Jesús Corona,Danilo Pereira,Otávio,Felipe,Tiquinho Soares,Pepe,Vaná,Maxi Pereira,Yacine Brahimi,Óliver Torres,Wilson Manafá,Adrián López,9,14,3,6,4.0,3.4,1.9
236,236,27,sáb,2019-03-30,18:00,Chaves,1.0,1.9,Sp Lisbon,6229,Estádio Municipal Eng. Manuel Branco Tei...,Manuel Mota,/pt/partidas/fc4be526/Chaves-Sporting-CP-2019Marco30-Primeira-Liga,1,3,4-3-3,4-1-4-1,13.0,11.0,6.0,6.0,24.0,20.0,467.0,674.0,19.0,18.0,14.0,12.0,16.0,17.0,1.0,0.0,10.0,7.0,90.0,74.0,5.0,0.0,1.0,2.0,1.0,0.0,António Filipe de Carvalho,Paulo Sérgio Mota,Jefferson de Jesus Santos,William,Renan Bardini Bressan,André Luis,Luís Martins,Nikola Maraš,Gastón Campi,Bruno Gallo,Rúben Macedo,Ricardo Jorge Novo Nunes,Hugo Basto,Gevorg Ghazaryan,Costinha,João Teixeira,Niltinho,Renan Ribeiro,Sebastián Coates,Bruno Fernandes,Marcos Acuña,Stefan Ristovski,Raphinha,Jérémy Mathieu,Cristian Borja,Luiz Phellype,Wendel,Nemanja Gudelj,Romain Salin,André Almeida Pinto,Francisco Geraldes,Pedro David Rosendo Marques,Bruno Gaspar,Jovane Cabral,8,19,2,7,4.5,3.4,1.83
237,237,27,sáb,2019-03-30,19:30,Santa Clara,0.9,0.5,Guimaraes,2601,Estádio de São Miguel,Hugo Miguel,/pt/partidas/1deb9cef/Santa-Clara-Vitoria-Guimaraes-2019Marco30-Primeira-Liga,1,0,4-2-3-1,4-2-3-1,11.0,15.0,4.0,4.0,13.0,26.0,479.0,634.0,19.0,15.0,15.0,11.0,27.0,15.0,2.0,2.0,11.0,13.0,81.0,89.0,3.0,0.0,0.0,1.0,0.0,0.0,Marco André Rocha Pereira,Fábio Cardoso,Ukra,César,João Paulo Lázaro Lucas,Kaio Pantaleão,Bruno Lamas,Lucas Marques,Zé Manuel,Patrick,Guilherme Schettine,João Lopes,Osama Rashid,Thiago Santana,Alfredo Stephens,Martin Chrien,Mamadu Candé,João Miguel Macedo Silva,Pedrão,Rafa Soares,Alexandre Guedes,Mattheus Oliveira,Falaye Sacko,Tozé,Yordan Osorio,Alhassan Wakaso,Ola John,Davidson da Luz Pereira,Miguel Oliveira,Welthon,Pedro Rodrigues,João Carlos Teixeira,Frederico Venâncio,Rochinha,9,11,4,2,3.1,3.25,2.3
238,238,27,sáb,2019-03-30,20:30,Benfica,1.6,1.0,Tondela,56594,Estádio do Sport Lisboa e Benfica,Carlos Xistra,/pt/partidas/4ee59e55/Benfica-Tondela-2019Marco30-Primeira-Liga,1,0,4-4-2,4-4-2,9.0,13.0,5.0,3.0,27.0,12.0,797.0,462.0,29.0,18.0,10.0,24.0,21.0,32.0,2.0,6.0,10.0,11.0,77.0,77.0,1.0,0.0,0.0,4.0,0.0,0.0,Odisseas Vlachodimos,Álex Grimaldo,Rúben Dias,Gabriel,Jonas,Pizzi,Andreas Samaris,Rafa Silva,André Almeida,João Félix,Francisco Reis Ferreira,Mile Svilar,Sébastien Corchia,Franco Cervi,Haris Seferović,Adel Taarabt,Jota,Cláudio Ramos,António Xavier,João Pedro,Jhon Murillo,Juan Delgado,Tomané,Ricardo Costa,David Bruno,Joãozinho,Bruno Monteiro,Jorge Filipe Oliveira Fernandes,Pedro José Moreira Silva,Azongha Tembeng Abenego,Patrick,Pité,Sergio Peña,Fahd Moufi,15,12,4,4,1.14,7.5,17.0
239,239,27,dom,2019-03-31,15:00,Maritimo,1.8,2.4,Nacional,8972,Estádio dos Barreiros,Luís Godinho,/pt/partidas/0fd3a65c/Maritimo-Nacional-2019Marco31-Primeira-Liga,3,2,4-2-3-1,4-3-3,15.0,16.0,6.0,8.0,20.0,25.0,375.0,549.0,21.0,13.0,13.0,8.0,37.0,21.0,1.0,3.0,11.0,7.0,71.0,80.0,2.0,0.0,0.0,3.0,0.0,0.0,Charles,Zainadine Júnior,Edgar Costa,Leandro Barrera,Rene Santos,Eulânio Ângelo Chipela Gomes,Josip Vuković,Fábio China,Getterson,Pedro Pelágio,Diederrick Joel,Amir Abedzadeh,Bebeto,Douglas Grolli,Jorge Correa,Rodrigo Pinho,Jean Cléber,Daniel Guimarães,Nuno Vieira Campos,Diogo Alexis Rodrigues Coelho,João Tiago Serrão Garcês,Fernando Tissone,Brayan Riascos,João Pedro Gomes Camacho,Kalindi Alves de Souza,Lazar Rosić,Sardor Rashidov,Vítor Gonçalves,Lucas França,Mauro Cerqueira,Okacha Hamzaoui,Witi,Aleksandar Paločević,Bryan Róchez,11,20,5,6,1.95,3.3,4.0
240,240,27,dom,2019-03-31,17:30,Rio Ave,0.9,2.8,Aves,4955,Estádio do Rio Ave Futebol Clube,Vitor Ferreira Fernandes,/pt/partidas/79cd92ea/Rio-Ave-Aves-2019Marco31-Primeira-Liga,0,2,4-4-2,5-4-1,11.0,16.0,12.0,7.0,33.0,17.0,650.0,333.0,8.0,18.0,4.0,9.0,9.0,33.0,1.0,1.0,,,61.0,75.0,1.0,0.0,0.0,4.0,0.0,0.0,Leonardo César Jardim,Rúben Semedo,Bruno Moreira,Diego Lopes,Said Ahmed Said,Filipe Augusto,Eliseu Cassamá,Nikola Jambor,Afonso Figueiredo,Messias,Galeno,Paulo Vítor Fagundes dos Anjos,Matheus Reis,Toni Borevkovic,Ricardo José Vaz Alves Monteiro,Nuno Santos,Gabriel Airton de Souza,Quentin Beunardeau,Rodrigo Alves Soares,Vitor Costa,Carlos Ponck,Claudio Falcão,Vítor Gomes,Derley,Diego Galo,Jorge Fellipe,Mama Samba Baldé,Luquinhas,Fábio Szymonek,Rúben Alexandre Gomes Oliveira,Caique,Mato Miloš,Ablaye Yare Faye,José Varela,20,17,3,5,2.15,3.25,3.4
241,241,27,dom,2019-03-31,20:00,Boavista,2.3,0.2,Belenenses,10812,Estádio do Bessa Século XXI,Nuno Almeida,/pt/partidas/6ccc9c1b/Boavista-Belenenses-SAD-2019Marco31-Primeira-Liga,2,0,4-4-1-1,3-4-3,26.0,10.0,6.0,6.0,21.0,13.0,404.0,603.0,17.0,10.0,13.0,10.0,19.0,20.0,1.0,3.0,12.0,12.0,76.0,78.0,2.0,0.0,0.0,1.0,0.0,0.0,Rafael Bracalli,Nwankwo Obiora,Talocha,Jubal,Gustavo Sauer,Mateus Galiano da Costa,Fábio Espinho,Yusupha Njie,Edu Machado,Rafael Costa,Neris,Assis Giovanaz,Gonçalo Cardoso,Jeferson Fernandes Macedo,Alberto Bueno,Carraça,Aymen Tahar,Muriel Becker,Eduardo Henrique,Vincent Sasso,Licá,Diogo Viana,Nicolás Vélez,Zakarya Bergdich,André Santos,Gonçalo Silva,Jonatan Lucca,Nuno Miguel Prata Coelho,Mika,Dálcio,Matija Ljujić,Pierre Sagna,Cleylton Santos,Christian Neiva Afonso,14,6,4,3,2.5,3.2,2.87
242,242,27,seg,2019-04-01,20:15,Feirense,1.0,0.4,Setubal,2632,Estádio Marcolino de Castro,Rui Costa,/pt/partidas/63fa0a02/Feirense-Vitoria-Setubal-2019Abril1-Primeira-Liga,0,1,4-2-3-1,4-1-2-1-2,13.0,16.0,5.0,5.0,19.0,16.0,546.0,454.0,14.0,12.0,11.0,9.0,25.0,21.0,1.0,2.0,10.0,10.0,95.0,90.0,1.0,1.0,0.0,2.0,0.0,0.0,Caio Secco,Antonio Briseño,Babanco,Luís Machado,Tiago Silva,Edson Rodrigues Farias,João Silva,Flávio Ramos,Ali Ghazal,Fábio Sturgeon,Vítor Bruno,André Moreira,Tiago Gomes,Bruno Nascimento,José Adolfo Valencia,Edinho,Rafael Crivellaro,Giorgi Makaridze,Artur Jorge Marques Amorim,Mano,Nuno Daniel Costeira Valente,Éber Bessa,Vasco Fernandes,Rúben Micael,André Martins Sousa,Hildeberto Pereira,José Semedo,Jhonder Cádiz,Cristiano Pereira Figueiredo,Frédéric Mendy,Bruno Pires,Kgaogelo Sekgota,Allef,Savio,16,9,3,3,2.5,3.2,2.8
243,243,28,sex,2019-04-05,20:30,Porto,1.9,0.2,Boavista,39129,Estádio Do Dragão,Rui Costa,/pt/partidas/0418197c/Porto-Boavista-2019Abril5-Primeira-Liga,2,0,4-4-2,5-4-1,15.0,17.0,8.0,0.0,21.0,5.0,700.0,408.0,14.0,21.0,9.0,15.0,6.0,34.0,1.0,1.0,5.0,11.0,65.0,78.0,0.0,0.0,0.0,2.0,0.0,0.0,Iker Casillas,Éder Militão,Yacine Brahimi,Moussa Marega,Wilson Manafá,Héctor Herrera,Jesús Corona,Danilo Pereira,Otávio,Tiquinho Soares,Pepe,Vaná,Maxi Pereira,Hernâni Fortes,Óliver Torres,Mamadou Loum,Chancel Mbemba,Rafael Bracalli,Raphael,Jubal,Gustavo Sauer,Yusupha Njie,Alberto Bueno,Carraça,Rafael Costa,Neris,Índio,Rafael Lopes,Assis Giovanaz,Gonçalo Cardoso,Nwankwo Obiora,Mateus Galiano da Costa,Edu Machado,Aymen Tahar,17,5,7,1,1.14,8.0,15.0
244,244,28,sáb,2019-04-06,15:30,Nacional,0.9,0.7,Aves,2367,Estádio da Madeira,Jorge de Sousa,/pt/partidas/4920ab99/Nacional-Aves-2019Abril6-Primeira-Liga,0,0,4-2-3-1,3-4-3,9.0,17.0,11.0,5.0,28.0,11.0,589.0,410.0,10.0,27.0,11.0,6.0,12.0,36.0,0.0,2.0,12.0,16.0,129.0,79.0,4.0,0.0,1.0,3.0,0.0,1.0,Daniel Guimarães,Nuno Vieira Campos,Diogo Alexis Rodrigues Coelho,Giorgi Arabidze,Fernando Tissone,João Pedro Gomes Camacho,Kalindi Alves de Souza,Witi,Lazar Rosić,Bryan Róchez,Vítor Gonçalves,Ohoulo Framelin,Okacha Hamzaoui,Brayan Riascos,Filipe Ferreira,Aleksandar Paločević,Julio,Quentin Beunardeau,Rodrigo Alves Soares,Vitor Costa,Luis Fariña,Carlos Ponck,Claudio Falcão,Vítor Gomes,Diego Galo,Jorge Fellipe,Mama Samba Baldé,Luquinhas,André Ferreira,Rúben Alexandre Gomes Oliveira,Bruno Manuel Araújo Braga,Caique,Mato Miloš,Ablaye Yare Faye,14,9,5,2,2.87,3.1,2.55
245,245,28,sáb,2019-04-06,15:30,Belenenses,0.2,1.4,Santa Clara,1509,Estádio Nacional,Carlos Xistra,/pt/partidas/e14c1ea8/Belenenses-SAD-Santa-Clara-2019Abril6-Primeira-Liga,1,1,3-4-3,4-2-3-1,13.0,17.0,1.0,2.0,8.0,19.0,554.0,540.0,9.0,15.0,13.0,4.0,16.0,4.0,1.0,1.0,11.0,5.0,88.0,74.0,2.0,0.0,1.0,5.0,0.0,0.0,Muriel Becker,Eduardo Henrique,Vincent Sasso,Licá,Diogo Viana,Matija Ljujić,Nicolás Vélez,Zakarya Bergdich,André Santos,Gonçalo Silva,Nuno Miguel Prata Coelho,Mika,Dálcio,Pierre Sagna,Cleylton Santos,Christian Neiva Afonso,Diogo Calila,Marco André Rocha Pereira,Fábio Cardoso,Ukra,César,João Paulo Lázaro Lucas,Kaio Pantaleão,Bruno Lamas,Zé Manuel,Francisco Ramos,Patrick,Guilherme Schettine,Serginho,Osama Rashid,Thiago Santana,Alfredo Stephens,Martin Chrien,Lucas Marques,8,15,2,1,2.1,3.1,3.8
246,246,28,sáb,2019-04-06,18:00,Guimaraes,3.1,0.6,Chaves,12606,Estádio Dom Afonso Henriques,João Santos Capela,/pt/partidas/05ccaeb3/Vitoria-Guimaraes-Chaves-2019Abril6-Primeira-Liga,4,0,4-2-3-1,4-3-3,12.0,14.0,4.0,9.0,16.0,29.0,606.0,472.0,17.0,15.0,6.0,14.0,27.0,14.0,1.0,0.0,12.0,4.0,72.0,71.0,0.0,0.0,0.0,1.0,0.0,0.0,João Miguel Macedo Silva,Pedrão,Rafa Soares,Alexandre Guedes,Mattheus Oliveira,Falaye Sacko,Tozé,Yordan Osorio,Alhassan Wakaso,Rochinha,Davidson da Luz Pereira,Douglas,João Carlos Teixeira,Florent Hanin,Ola John,Frederico Venâncio,Domingos André Ribeiro Almeida,António Filipe de Carvalho,Paulo Sérgio Mota,William,Renan Bardini Bressan,André Luis,Luís Martins,Nikola Maraš,Costinha,Gastón Campi,Bruno Gallo,Luther Singh,Ricardo Jorge Novo Nunes,Hugo Basto,Gevorg Ghazaryan,João Teixeira,Niltinho,Lionn,13,18,6,6,1.61,3.6,6.0
247,247,28,sáb,2019-04-06,20:30,Moreirense,1.1,0.7,Sp Braga,1502,P.D. Comendador Joaquim de Almeida Freit...,Artur Soares Dias,/pt/partidas/9e454340/Moreirense-Braga-2019Abril6-Primeira-Liga,1,0,4-2-3-1,4-4-2,18.0,11.0,8.0,7.0,23.0,18.0,495.0,639.0,17.0,29.0,8.0,16.0,24.0,19.0,2.0,6.0,4.0,6.0,90.0,96.0,1.0,0.0,0.0,1.0,0.0,0.0,Pedro Trigueira,Iago Santos,Ibrahima Camará,Ivanildo Fernandes,Chiquinho,Rafik Halliche,Pedro Nuno,Heriberto Tavares,Arsénio Martins Lafuente Nunes,Anthony D'Alberto,Neto,Nuno Macedo,Fábio Pacheco,Alan Eduardo Schons,Bilel Aouacheria,Nenê,Mohammed Iddriss,Tiago Sá,Nuno Sequeira,Wilson Eduardo,Pablo Santos,Murilo Costa,Paulinho,Ricardo Horta,Claudemir de Souza,Bruno Viana,João Palhinha,Marcelo Goiano,José Carlos Marafona,Ricardo,Xadas,João Novais,Ricardo Esgaio,Francisco Trincão,8,6,2,2,3.6,3.3,2.05
248,248,28,dom,2019-04-07,15:00,Setubal,1.7,0.5,Maritimo,2702,Estádio do Bonfim,Manuel Oliveira,/pt/partidas/1f7bc799/Vitoria-Setubal-Maritimo-2019Abril7-Primeira-Liga,1,0,4-3-1-2,4-4-2,20.0,20.0,8.0,4.0,29.0,15.0,414.0,514.0,15.0,14.0,15.0,7.0,17.0,30.0,3.0,1.0,7.0,11.0,97.0,74.0,2.0,0.0,0.0,1.0,0.0,0.0,Giorgi Makaridze,Artur Jorge Marques Amorim,Mano,Nuno Daniel Costeira Valente,Éber Bessa,Vasco Fernandes,Rúben Micael,André Martins Sousa,Hildeberto Pereira,José Semedo,Jhonder Cádiz,Cristiano Pereira Figueiredo,Gustavo Cascardo,Bruno Pires,Kgaogelo Sekgota,Allef,Savio,Charles,Douglas Grolli,Zainadine Júnior,Edgar Costa,Leandro Barrera,Rene Santos,Eulânio Ângelo Chipela Gomes,Fábio China,Getterson,Pedro Pelágio,Diederrick Joel,Amir Abedzadeh,Bebeto,Lucas Áfrico,Jorge Correa,Rodrigo Pinho,Jean Cléber,13,5,4,2,2.1,3.25,3.6
249,249,28,dom,2019-04-07,17:30,Feirense,0.8,3.0,Benfica,5449,Estádio Marcolino de Castro,João Pinheiro,/pt/partidas/c30b4ff9/Feirense-Benfica-2019Abril7-Primeira-Liga,1,4,4-2-3-1,4-4-2,14.0,11.0,3.0,5.0,21.0,17.0,500.0,631.0,16.0,20.0,22.0,11.0,25.0,21.0,2.0,6.0,9.0,12.0,79.0,89.0,2.0,0.0,0.0,0.0,0.0,0.0,Caio Secco,Antonio Briseño,Babanco,Luís Machado,Tiago Silva,Edson Rodrigues Farias,Bruno Nascimento,João Silva,Ali Ghazal,Fábio Sturgeon,Vítor Bruno,André Moreira,Tiago Gomes,Steven Petkov,José Adolfo Valencia,Edinho,Marco Soares,Odisseas Vlachodimos,Álex Grimaldo,Rúben Dias,Haris Seferović,Pizzi,Andreas Samaris,André Almeida,Adel Taarabt,Florentino Luís,João Félix,Francisco Reis Ferreira,Mile Svilar,Sébastien Corchia,Jonas,Franco Cervi,Andrija Živković,Filip Krovinović,6,18,1,7,15.0,6.0,1.2
250,250,28,dom,2019-04-07,20:00,Sp Lisbon,1.7,0.4,Rio Ave,26198,Estádio José Alvalade,Luís Godinho,/pt/partidas/644e7a9d/Sporting-CP-Rio-Ave-2019Abril7-Primeira-Liga,3,0,4-3-3,4-2-3-1,20.0,10.0,7.0,4.0,18.0,16.0,605.0,587.0,20.0,10.0,7.0,7.0,15.0,22.0,4.0,3.0,,,52.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,Renan Ribeiro,Sebastián Coates,Bruno Fernandes,Marcos Acuña,Stefan Ristovski,Jérémy Mathieu,Abdoulay Diaby,Cristian Borja,Luiz Phellype,Wendel,Nemanja Gudelj,Romain Salin,André Almeida Pinto,Francisco Geraldes,Pedro David Rosendo Marques,Bruno Gaspar,Jovane Cabral,Leonardo César Jardim,Rúben Semedo,Ricardo José Vaz Alves Monteiro,Bruno Moreira,Diego Lopes,Fábio Coentrão,Filipe Augusto,Eliseu Cassamá,Gabriel Airton de Souza,Messias,Galeno,Paulo Vítor Fagundes dos Anjos,Toni Borevkovic,Nuno Santos,Carlos,Ronan,Nikola Jambor,12,8,5,3,1.33,5.0,8.5
251,251,28,seg,2019-04-08,20:15,Tondela,1.8,1.6,Portimonense,2066,Estádio João Cardoso,Tiago Martins,/pt/partidas/6b13aafc/Tondela-Portimonense-2019Abril8-Primeira-Liga,3,2,4-2-3-1,4-4-2,8.0,12.0,7.0,8.0,36.0,12.0,599.0,528.0,14.0,20.0,10.0,11.0,16.0,38.0,1.0,0.0,6.0,13.0,104.0,98.0,2.0,1.0,0.0,4.0,0.0,0.0,Cláudio Ramos,António Xavier,João Pedro,Jhon Murillo,Juan Delgado,Tomané,Ricardo Costa,David Bruno,Joãozinho,Bruno Monteiro,Jorge Filipe Oliveira Fernandes,Pedro José Moreira Silva,João Jaquité,Patrick,Pité,Sergio Peña,Fahd Moufi,Ricardo Abel Barbosa Ferreira,Lucas Possignolo,Jadson,Emmanuel Hackman,Dener,Paulinho,Jackson Martínez,Bruno Tabata,Pedro Sá,Lucas Fernandes,Rúben Fernandes,Leonardo Navacchio,Felipe Macedo,Henrique,Wellington,Vítor Tormena,Ruster,27,12,8,5,2.55,3.25,2.75
252,252,29,sex,2019-04-12,20:30,Chaves,1.8,3.0,Belenenses,4280,Estádio Municipal Eng. Manuel Branco Tei...,Hélder Malheiro,/pt/partidas/e1c88f05/Chaves-Belenenses-SAD-2019Abril12-Primeira-Liga,2,2,4-3-3,4-1-2-1-2,15.0,15.0,4.0,4.0,18.0,15.0,414.0,763.0,17.0,15.0,17.0,12.0,18.0,13.0,1.0,6.0,14.0,11.0,66.0,60.0,1.0,2.0,0.0,3.0,1.0,0.0,António Filipe de Carvalho,Jefferson de Jesus Santos,Renan Bardini Bressan,André Luis,Nikola Maraš,Gastón Campi,Bruno Gallo,Djavan da Silva Ferreira,Niltinho,Lionn,Luther Singh,Ricardo Jorge Novo Nunes,Hugo Basto,Gevorg Ghazaryan,William,Costinha,João Teixeira,Muriel Becker,Eduardo Henrique,Vincent Sasso,Licá,Dálcio,Diogo Viana,Matija Ljujić,Nicolás Vélez,Zakarya Bergdich,André Santos,Gonçalo Silva,Mika,Pierre Sagna,Cleylton Santos,Christian Neiva Afonso,Diogo Calila,Jonatan Lucca,13,22,3,4,2.05,3.2,4.0
253,253,29,sáb,2019-04-13,14:30,Santa Clara,1.3,1.4,Moreirense,1277,Estádio de São Miguel,António Nobre,/pt/partidas/348ff9ae/Santa-Clara-Moreirense-2019Abril13-Primeira-Liga,1,1,4-2-3-1,4-3-3,17.0,12.0,7.0,4.0,37.0,13.0,634.0,457.0,9.0,9.0,10.0,7.0,10.0,34.0,5.0,2.0,8.0,9.0,96.0,85.0,2.0,0.0,0.0,0.0,1.0,0.0,Marco André Rocha Pereira,Fábio Cardoso,Osama Rashid,Ukra,César,João Paulo Lázaro Lucas,Bruno Lamas,Zé Manuel,Francisco Ramos,Patrick,Guilherme Schettine,Serginho,Thiago Santana,Kaio Pantaleão,Alfredo Stephens,Martin Chrien,Lucas Marques,Pedro Trigueira,Iago Santos,Fábio Pacheco,Ibrahima Camará,Chiquinho,Rafik Halliche,Pedro Nuno,Heriberto Tavares,Arsénio Martins Lafuente Nunes,Anthony D'Alberto,Neto,Nuno Macedo,Alan Eduardo Schons,Bilel Aouacheria,Nenê,Mohammed Iddriss,Lucas,11,16,6,5,2.7,3.2,2.62
254,254,29,sáb,2019-04-13,18:00,Portimonense,0.4,1.8,Porto,5989,Estádio do Portimonense SC,Fábio Costa,/pt/partidas/fb26c520/Portimonense-Porto-2019Abril13-Primeira-Liga,0,3,4-4-2,4-4-2,14.0,19.0,3.0,7.0,16.0,12.0,468.0,560.0,12.0,22.0,16.0,19.0,17.0,26.0,2.0,2.0,4.0,10.0,69.0,78.0,4.0,0.0,0.0,2.0,0.0,0.0,Ricardo Abel Barbosa Ferreira,Lucas Possignolo,Jadson,Dener,Jackson Martínez,Bruno Tabata,Pedro Sá,Lucas Fernandes,Rúben Fernandes,Vítor Tormena,Aylton Boa Morte,Leonardo Navacchio,Emmanuel Hackman,Felipe Macedo,Bruno Reis,Henrique,Wellington,Iker Casillas,Éder Militão,Yacine Brahimi,Moussa Marega,Wilson Manafá,Alex Telles,Héctor Herrera,Jesús Corona,Danilo Pereira,Tiquinho Soares,Pepe,Vaná,Maxi Pereira,Bruno Xavier Almeida Costa,Chancel Mbemba,André Pereira,Otávio,9,11,1,5,7.5,4.0,1.45
255,255,29,sáb,2019-04-13,20:30,Aves,1.8,1.4,Sp Lisbon,2895,Estádio Clube Desportivo das Aves,Artur Soares Dias,/pt/partidas/0bf13cde/Aves-Sporting-CP-2019Abril13-Primeira-Liga,1,3,5-4-1,4-3-3,19.0,10.0,11.0,3.0,33.0,10.0,506.0,528.0,16.0,23.0,8.0,10.0,11.0,27.0,4.0,1.0,4.0,10.0,79.0,86.0,3.0,0.0,0.0,3.0,1.0,0.0,Quentin Beunardeau,Rodrigo Alves Soares,Luis Fariña,Mato Miloš,Carlos Ponck,Claudio Falcão,Vítor Gomes,Derley,Diego Galo,Jorge Fellipe,Luquinhas,André Ferreira,Rodrigo Defendi,Rúben Alexandre Gomes Oliveira,Bruno Manuel Araújo Braga,Abdoulaye Diallo,Ablaye Yare Faye,Renan Ribeiro,Sebastián Coates,Bruno Fernandes,Marcos Acuña,Stefan Ristovski,Raphinha,Jérémy Mathieu,Luiz Phellype,Wendel,Jovane Cabral,Nemanja Gudelj,Romain Salin,Tiago Ilori,Abdoulay Diaby,Francisco Geraldes,Pedro David Rosendo Marques,Bruno Gaspar,21,13,5,8,5.0,3.8,1.66
256,256,29,dom,2019-04-14,15:00,Maritimo,0.8,1.3,Feirense,7331,Estádio dos Barreiros,Vitor Ferreira Fernandes,/pt/partidas/a4fb5a4f/Maritimo-Feirense-2019Abril14-Primeira-Liga,2,0,4-4-2,4-2-3-1,13.0,16.0,2.0,5.0,20.0,11.0,517.0,380.0,13.0,15.0,6.0,8.0,11.0,21.0,1.0,1.0,5.0,11.0,72.0,79.0,4.0,0.0,0.0,8.0,0.0,2.0,Charles,Douglas Grolli,Zainadine Júnior,Jorge Correa,Edgar Costa,Rúben Rafael Sousa Ferreira,Rene Santos,Eulânio Ângelo Chipela Gomes,Josip Vuković,Getterson,Diederrick Joel,Amir Abedzadeh,Bebeto,Lucas Áfrico,Leandro Barrera,Fabrício Baiano,Pedro Pelágio,Caio Secco,Antonio Briseño,Luís Machado,Kuca,Edson Rodrigues Farias,Bruno Nascimento,José Adolfo Valencia,Rafael Crivellaro,Marco Soares,Ali Ghazal,Vítor Bruno,André Moreira,Tiago Gomes,Cris,João Silva,Edinho,Lawrence Ofori,8,5,2,2,1.7,3.6,5.0
257,257,29,dom,2019-04-14,15:00,Rio Ave,1.5,1.3,Guimaraes,5739,Estádio do Rio Ave Futebol Clube,Manuel Oliveira,/pt/partidas/f72c7a67/Rio-Ave-Vitoria-Guimaraes-2019Abril14-Primeira-Liga,2,1,4-2-3-1,4-4-2,25.0,16.0,8.0,3.0,20.0,17.0,475.0,545.0,15.0,13.0,20.0,7.0,15.0,19.0,0.0,0.0,,,73.0,76.0,4.0,0.0,1.0,3.0,0.0,0.0,Leonardo César Jardim,Rúben Semedo,Toni Borevkovic,Ricardo José Vaz Alves Monteiro,Diego Lopes,Nuno Santos,Junio,Fábio Coentrão,Filipe Augusto,Gabriel Airton de Souza,Gelson,Paulo Vítor Fagundes dos Anjos,Bruno Moreira,Ronan,Nikola Jambor,Afonso Figueiredo,Messias,João Miguel Macedo Silva,Pedrão,Rafa Soares,Alexandre Guedes,Mattheus Oliveira,Falaye Sacko,Tozé,Yordan Osorio,Alhassan Wakaso,Rochinha,Davidson da Luz Pereira,Douglas,Welthon,João Carlos Teixeira,Florent Hanin,Ola John,Joseph Amoah,8,13,7,7,2.87,3.25,2.45
258,258,29,dom,2019-04-14,17:30,Sp Braga,2.2,0.8,Tondela,10636,Estádio Municipal de Braga,Nuno Almeida,/pt/partidas/574adf6b/Braga-Tondela-2019Abril14-Primeira-Liga,3,0,4-4-2,4-4-2,14.0,12.0,5.0,2.0,24.0,14.0,644.0,523.0,26.0,19.0,11.0,15.0,17.0,22.0,2.0,3.0,4.0,11.0,96.0,90.0,2.0,0.0,0.0,2.0,0.0,0.0,Tiago Sá,Wilson Eduardo,Pablo Santos,Murilo Costa,Paulinho,Ricardo Horta,Claudemir de Souza,Bruno Viana,João Palhinha,Marcelo Goiano,Dyego Sousa,José Carlos Marafona,Ricardo,Xadas,João Novais,Fransérgio,Ricardo Esgaio,Cláudio Ramos,António Xavier,João Pedro,Pité,Jhon Murillo,Juan Delgado,Tomané,David Bruno,Joãozinho,Bruno Monteiro,Jorge Filipe Oliveira Fernandes,Pedro José Moreira Silva,João Jaquité,Azongha Tembeng Abenego,Patrick,Sergio Peña,Fahd Moufi,20,9,8,0,1.33,4.75,9.5
